pert,gene,label,direction,split
INTS10,14-erythroid differentiation,1,1,train
INTS10,15-proteasome genes,0,-1,train
INTS10,17-myeloid differentiation,0,-1,train
INTS10,18-cell cycle,0,-1,train
INTS10,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
INTS10,20-cell cycle,0,-1,train
INTS10,21-growth signaling,0,-1,train
INTS10,22-growth and targets of Myc,1,0,train
INTS10,24-growth and targets of Myc,1,0,train
INTS10,7-translation,1,0,train
INTS10,8-translation,1,0,train
INTS10,9-translation,0,-1,train
INTS11,10-unfolded protein response and mTORC1 signaling,0,-1,train
INTS11,11-unfolded protein response and mTORC1 signaling,1,0,train
INTS11,14-erythroid differentiation,1,1,train
INTS11,15-proteasome genes,0,-1,train
INTS11,16-NFkB signaling,0,-1,train
INTS11,17-myeloid differentiation,0,-1,train
INTS11,18-cell cycle,1,0,train
INTS11,19-mitochondrial protein translocation and oxidative phopshorylation,0,-1,train
INTS11,20-cell cycle,1,0,train
INTS11,22-growth and targets of Myc,1,0,train
INTS11,23-hnRNP genes,1,0,train
INTS11,24-growth and targets of Myc,1,0,train
INTS11,6-dysregulated lncRNA/antisense transcripts,0,-1,train
INTS11,8-translation,1,0,train
INTS13,10-unfolded protein response and mTORC1 signaling,0,-1,train
INTS13,12-oxidative phosphorylation,0,-1,train
INTS13,13-erythroid differentiation,1,1,train
INTS13,14-erythroid differentiation,1,1,train
INTS13,17-myeloid differentiation,0,-1,train
INTS13,19-mitochondrial protein translocation and oxidative phopshorylation,0,-1,train
INTS13,20-cell cycle,0,-1,train
INTS13,21-growth signaling,0,-1,train
INTS13,23-hnRNP genes,0,-1,train
INTS13,24-growth and targets of Myc,0,-1,train
INTS13,6-dysregulated lncRNA/antisense transcripts,0,-1,train
INTS13,7-translation,1,0,train
INTS13,8-translation,1,0,train
INTS13,9-translation,1,0,train
INTS14,10-unfolded protein response and mTORC1 signaling,0,-1,train
INTS14,11-unfolded protein response and mTORC1 signaling,0,-1,train
INTS14,13-erythroid differentiation,1,1,train
INTS14,14-erythroid differentiation,1,1,train
INTS14,15-proteasome genes,0,-1,train
INTS14,17-myeloid differentiation,0,-1,train
INTS14,18-cell cycle,0,-1,train
INTS14,19-mitochondrial protein translocation and oxidative phopshorylation,0,-1,train
INTS14,21-growth signaling,0,-1,train
INTS14,22-growth and targets of Myc,1,0,train
INTS14,3-unfolded protein response,0,-1,train
INTS14,6-dysregulated lncRNA/antisense transcripts,0,-1,train
INTS14,7-translation,1,0,train
INTS14,8-translation,1,0,train
INTS2,11-unfolded protein response and mTORC1 signaling,1,0,train
INTS2,12-oxidative phosphorylation,1,0,train
INTS2,13-erythroid differentiation,0,-1,train
INTS2,14-erythroid differentiation,1,1,train
INTS2,15-proteasome genes,1,0,train
INTS2,16-NFkB signaling,1,1,train
INTS2,17-myeloid differentiation,1,1,train
INTS2,18-cell cycle,1,0,train
INTS2,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
INTS2,20-cell cycle,1,0,train
INTS2,21-growth signaling,0,-1,train
INTS2,22-growth and targets of Myc,1,0,train
INTS2,23-hnRNP genes,1,0,train
INTS2,24-growth and targets of Myc,1,0,train
INTS2,3-unfolded protein response,0,-1,train
INTS2,7-translation,1,0,train
INTS2,8-translation,1,0,train
INTS3,10-unfolded protein response and mTORC1 signaling,1,0,train
INTS3,11-unfolded protein response and mTORC1 signaling,1,0,train
INTS3,12-oxidative phosphorylation,0,-1,train
INTS3,13-erythroid differentiation,1,0,train
INTS3,14-erythroid differentiation,0,-1,train
INTS3,18-cell cycle,1,0,train
INTS3,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
INTS3,20-cell cycle,1,0,train
INTS3,21-growth signaling,0,-1,train
INTS3,22-growth and targets of Myc,1,0,train
INTS3,23-hnRNP genes,1,0,train
INTS3,24-growth and targets of Myc,1,0,train
INTS3,3-unfolded protein response,1,0,train
INTS3,7-translation,1,1,train
INTS3,8-translation,0,-1,train
INTS3,9-translation,1,1,train
INTS5,11-unfolded protein response and mTORC1 signaling,1,0,train
INTS5,12-oxidative phosphorylation,1,0,train
INTS5,13-erythroid differentiation,1,1,train
INTS5,14-erythroid differentiation,1,1,train
INTS5,15-proteasome genes,1,0,train
INTS5,16-NFkB signaling,1,1,train
INTS5,17-myeloid differentiation,1,1,train
INTS5,18-cell cycle,1,0,train
INTS5,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
INTS5,20-cell cycle,1,0,train
INTS5,22-growth and targets of Myc,1,0,train
INTS5,23-hnRNP genes,1,0,train
INTS5,24-growth and targets of Myc,1,0,train
INTS5,3-unfolded protein response,0,-1,train
INTS5,6-dysregulated lncRNA/antisense transcripts,1,1,train
INTS5,7-translation,1,0,train
INTS5,8-translation,1,0,train
INTS5,9-translation,0,-1,train
INTS7,10-unfolded protein response and mTORC1 signaling,0,-1,train
INTS7,11-unfolded protein response and mTORC1 signaling,1,0,train
INTS7,12-oxidative phosphorylation,1,0,train
INTS7,14-erythroid differentiation,1,1,train
INTS7,15-proteasome genes,1,0,train
INTS7,16-NFkB signaling,1,1,train
INTS7,17-myeloid differentiation,1,1,train
INTS7,18-cell cycle,1,0,train
INTS7,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
INTS7,20-cell cycle,1,0,train
INTS7,22-growth and targets of Myc,1,0,train
INTS7,23-hnRNP genes,1,0,train
INTS7,24-growth and targets of Myc,1,0,train
INTS7,3-unfolded protein response,0,-1,train
INTS7,6-dysregulated lncRNA/antisense transcripts,0,-1,train
INTS7,7-translation,1,0,train
INTS7,8-translation,1,0,train
INTS7,9-translation,0,-1,train
INTS8,11-unfolded protein response and mTORC1 signaling,1,0,train
INTS8,12-oxidative phosphorylation,1,0,train
INTS8,13-erythroid differentiation,1,1,train
INTS8,14-erythroid differentiation,1,1,train
INTS8,15-proteasome genes,1,0,train
INTS8,16-NFkB signaling,1,1,train
INTS8,17-myeloid differentiation,1,1,train
INTS8,18-cell cycle,1,0,train
INTS8,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
INTS8,20-cell cycle,1,0,train
INTS8,21-growth signaling,0,-1,train
INTS8,22-growth and targets of Myc,1,0,train
INTS8,23-hnRNP genes,1,0,train
INTS8,24-growth and targets of Myc,1,0,train
INTS8,3-unfolded protein response,0,-1,train
INTS8,6-dysregulated lncRNA/antisense transcripts,1,1,train
INTS8,7-translation,1,0,train
INTS8,8-translation,1,0,train
INTS8,9-translation,0,-1,train
INTS9,10-unfolded protein response and mTORC1 signaling,1,0,train
INTS9,11-unfolded protein response and mTORC1 signaling,1,0,train
INTS9,12-oxidative phosphorylation,0,-1,train
INTS9,13-erythroid differentiation,1,0,train
INTS9,14-erythroid differentiation,0,-1,train
INTS9,15-proteasome genes,0,-1,train
INTS9,16-NFkB signaling,1,1,train
INTS9,18-cell cycle,1,0,train
INTS9,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
INTS9,20-cell cycle,1,0,train
INTS9,21-growth signaling,0,-1,train
INTS9,22-growth and targets of Myc,1,0,train
INTS9,23-hnRNP genes,1,0,train
INTS9,24-growth and targets of Myc,1,0,train
INTS9,3-unfolded protein response,0,-1,train
INTS9,6-dysregulated lncRNA/antisense transcripts,0,-1,train
INTS9,8-translation,0,-1,train
INTS9,9-translation,1,1,train
IPO13,10-unfolded protein response and mTORC1 signaling,0,-1,train
IPO13,11-unfolded protein response and mTORC1 signaling,0,-1,train
IPO13,12-oxidative phosphorylation,0,-1,train
IPO13,13-erythroid differentiation,1,0,train
IPO13,14-erythroid differentiation,0,-1,train
IPO13,15-proteasome genes,0,-1,train
IPO13,17-myeloid differentiation,1,1,train
IPO13,18-cell cycle,1,0,train
IPO13,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
IPO13,20-cell cycle,1,0,train
IPO13,21-growth signaling,1,1,train
IPO13,22-growth and targets of Myc,1,0,train
IPO13,24-growth and targets of Myc,1,0,train
IPO13,3-unfolded protein response,1,1,train
IPO13,6-dysregulated lncRNA/antisense transcripts,1,1,train
IPO13,8-translation,0,-1,train
IPO13,9-translation,1,1,train
IRF2BP2,10-unfolded protein response and mTORC1 signaling,0,-1,train
IRF2BP2,11-unfolded protein response and mTORC1 signaling,0,-1,train
IRF2BP2,13-erythroid differentiation,1,0,train
IRF2BP2,15-proteasome genes,1,0,train
IRF2BP2,17-myeloid differentiation,1,1,train
IRF2BP2,18-cell cycle,0,-1,train
IRF2BP2,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
IRF2BP2,21-growth signaling,0,-1,train
IRF2BP2,22-growth and targets of Myc,1,0,train
IRF2BP2,23-hnRNP genes,1,0,train
IRF2BP2,24-growth and targets of Myc,1,0,train
IRF2BP2,3-unfolded protein response,0,-1,train
IRF2BP2,6-dysregulated lncRNA/antisense transcripts,0,-1,train
IRF2BP2,8-translation,0,-1,train
IRF2BP2,9-translation,0,-1,train
ISCA2,10-unfolded protein response and mTORC1 signaling,0,-1,train
ISCA2,11-unfolded protein response and mTORC1 signaling,0,-1,train
ISCA2,13-erythroid differentiation,0,-1,train
ISCA2,15-proteasome genes,1,0,train
ISCA2,16-NFkB signaling,0,-1,train
ISCA2,17-myeloid differentiation,0,-1,train
ISCA2,18-cell cycle,1,0,train
ISCA2,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
ISCA2,21-growth signaling,0,-1,train
ISCA2,22-growth and targets of Myc,1,0,train
ISCA2,23-hnRNP genes,1,0,train
ISCA2,24-growth and targets of Myc,1,0,train
ISCA2,3-unfolded protein response,0,-1,train
ISCA2,6-dysregulated lncRNA/antisense transcripts,0,-1,train
ISCA2,7-translation,1,1,train
ISCA2,8-translation,1,1,train
ISCA2,9-translation,1,1,train
ISCU,10-unfolded protein response and mTORC1 signaling,0,-1,train
ISCU,13-erythroid differentiation,0,-1,train
ISCU,15-proteasome genes,1,0,train
ISCU,17-myeloid differentiation,0,-1,train
ISCU,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
ISCU,20-cell cycle,1,0,train
ISCU,21-growth signaling,0,-1,train
ISCU,22-growth and targets of Myc,1,0,train
ISCU,23-hnRNP genes,1,0,train
ISCU,24-growth and targets of Myc,1,0,train
ISCU,3-unfolded protein response,0,-1,train
ISCU,6-dysregulated lncRNA/antisense transcripts,0,-1,train
ISCU,7-translation,0,-1,train
ISCU,8-translation,0,-1,train
IST1,10-unfolded protein response and mTORC1 signaling,0,-1,train
IST1,11-unfolded protein response and mTORC1 signaling,0,-1,train
IST1,12-oxidative phosphorylation,0,-1,train
IST1,17-myeloid differentiation,0,-1,train
IST1,19-mitochondrial protein translocation and oxidative phopshorylation,1,1,train
IST1,20-cell cycle,0,-1,train
IST1,21-growth signaling,0,-1,train
IST1,22-growth and targets of Myc,0,-1,train
IST1,23-hnRNP genes,0,-1,train
IST1,7-translation,1,0,train
IST1,8-translation,1,0,train
IST1,9-translation,1,0,train
ITGB1BP1,10-unfolded protein response and mTORC1 signaling,1,0,train
ITGB1BP1,11-unfolded protein response and mTORC1 signaling,1,0,train
ITGB1BP1,12-oxidative phosphorylation,0,-1,train
ITGB1BP1,13-erythroid differentiation,1,1,train
ITGB1BP1,14-erythroid differentiation,1,1,train
ITGB1BP1,15-proteasome genes,1,0,train
ITGB1BP1,18-cell cycle,0,-1,train
ITGB1BP1,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
ITGB1BP1,20-cell cycle,0,-1,train
ITGB1BP1,21-growth signaling,1,0,train
ITGB1BP1,22-growth and targets of Myc,1,0,train
ITGB1BP1,23-hnRNP genes,1,0,train
ITGB1BP1,24-growth and targets of Myc,1,0,train
ITGB1BP1,3-unfolded protein response,0,-1,train
ITGB1BP1,6-dysregulated lncRNA/antisense transcripts,1,1,train
ITGB1BP1,7-translation,0,-1,train
ITGB1BP1,8-translation,1,0,train
ITSN2,10-unfolded protein response and mTORC1 signaling,0,-1,train
ITSN2,12-oxidative phosphorylation,0,-1,train
ITSN2,15-proteasome genes,0,-1,train
ITSN2,16-NFkB signaling,0,-1,train
ITSN2,17-myeloid differentiation,0,-1,train
ITSN2,22-growth and targets of Myc,0,-1,train
ITSN2,3-unfolded protein response,0,-1,train
ITSN2,6-dysregulated lncRNA/antisense transcripts,0,-1,train
IWS1,10-unfolded protein response and mTORC1 signaling,0,-1,train
IWS1,13-erythroid differentiation,1,1,train
IWS1,14-erythroid differentiation,0,-1,train
IWS1,15-proteasome genes,1,0,train
IWS1,17-myeloid differentiation,0,-1,train
IWS1,18-cell cycle,0,-1,train
IWS1,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
IWS1,20-cell cycle,0,-1,train
IWS1,23-hnRNP genes,1,0,train
IWS1,24-growth and targets of Myc,1,0,train
IWS1,3-unfolded protein response,0,-1,train
IWS1,6-dysregulated lncRNA/antisense transcripts,0,-1,train
IWS1,7-translation,0,-1,train
IWS1,9-translation,1,1,train
JUND,10-unfolded protein response and mTORC1 signaling,0,-1,train
JUND,11-unfolded protein response and mTORC1 signaling,0,-1,train
JUND,12-oxidative phosphorylation,0,-1,train
JUND,15-proteasome genes,0,-1,train
JUND,16-NFkB signaling,0,-1,train
JUND,17-myeloid differentiation,0,-1,train
JUND,3-unfolded protein response,0,-1,train
JUND,6-dysregulated lncRNA/antisense transcripts,0,-1,train
JUND,9-translation,0,-1,train
KANSL1,11-unfolded protein response and mTORC1 signaling,0,-1,train
KANSL1,12-oxidative phosphorylation,1,0,train
KANSL1,13-erythroid differentiation,0,-1,train
KANSL1,14-erythroid differentiation,0,-1,train
KANSL1,15-proteasome genes,0,-1,train
KANSL1,16-NFkB signaling,0,-1,train
KANSL1,18-cell cycle,0,-1,train
KANSL1,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
KANSL1,21-growth signaling,0,-1,train
KANSL1,22-growth and targets of Myc,1,0,train
KANSL1,3-unfolded protein response,1,0,train
KANSL1,6-dysregulated lncRNA/antisense transcripts,0,-1,train
KANSL1,8-translation,0,-1,train
KANSL2,10-unfolded protein response and mTORC1 signaling,1,0,train
KANSL2,11-unfolded protein response and mTORC1 signaling,1,0,train
KANSL2,13-erythroid differentiation,0,-1,train
KANSL2,14-erythroid differentiation,1,1,train
KANSL2,15-proteasome genes,1,0,train
KANSL2,16-NFkB signaling,0,-1,train
KANSL2,17-myeloid differentiation,1,0,train
KANSL2,18-cell cycle,1,0,train
KANSL2,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
KANSL2,20-cell cycle,1,0,train
KANSL2,21-growth signaling,1,0,train
KANSL2,22-growth and targets of Myc,1,0,train
KANSL2,23-hnRNP genes,1,0,train
KANSL2,24-growth and targets of Myc,1,0,train
KANSL2,3-unfolded protein response,1,0,train
KANSL2,7-translation,1,1,train
KANSL2,8-translation,1,0,train
KANSL2,9-translation,0,-1,train
KANSL3,10-unfolded protein response and mTORC1 signaling,0,-1,train
KANSL3,12-oxidative phosphorylation,1,0,train
KANSL3,13-erythroid differentiation,0,-1,train
KANSL3,14-erythroid differentiation,0,-1,train
KANSL3,15-proteasome genes,1,0,train
KANSL3,17-myeloid differentiation,1,0,train
KANSL3,18-cell cycle,1,0,train
KANSL3,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
KANSL3,20-cell cycle,0,-1,train
KANSL3,21-growth signaling,1,0,train
KANSL3,22-growth and targets of Myc,1,0,train
KANSL3,23-hnRNP genes,1,0,train
KANSL3,6-dysregulated lncRNA/antisense transcripts,0,-1,train
KANSL3,7-translation,1,1,train
KANSL3,8-translation,0,-1,train
KARS,10-unfolded protein response and mTORC1 signaling,1,1,train
KARS,11-unfolded protein response and mTORC1 signaling,0,-1,train
KARS,12-oxidative phosphorylation,1,0,train
KARS,14-erythroid differentiation,0,-1,train
KARS,15-proteasome genes,1,0,train
KARS,17-myeloid differentiation,1,1,train
KARS,18-cell cycle,1,0,train
KARS,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
KARS,20-cell cycle,1,0,train
KARS,21-growth signaling,0,-1,train
KARS,22-growth and targets of Myc,1,0,train
KARS,23-hnRNP genes,1,0,train
KARS,24-growth and targets of Myc,1,0,train
KARS,3-unfolded protein response,0,-1,train
KARS,7-translation,1,1,train
KARS,9-translation,0,-1,train
KAT7,11-unfolded protein response and mTORC1 signaling,1,0,train
KAT7,13-erythroid differentiation,1,1,train
KAT7,14-erythroid differentiation,0,-1,train
KAT7,15-proteasome genes,0,-1,train
KAT7,16-NFkB signaling,0,-1,train
KAT7,17-myeloid differentiation,1,0,train
KAT7,18-cell cycle,0,-1,train
KAT7,20-cell cycle,0,-1,train
KAT7,21-growth signaling,1,0,train
KAT7,22-growth and targets of Myc,1,1,train
KAT7,23-hnRNP genes,0,-1,train
KAT7,3-unfolded protein response,0,-1,train
KAT7,6-dysregulated lncRNA/antisense transcripts,1,1,train
KAT7,9-translation,0,-1,train
KAT8,10-unfolded protein response and mTORC1 signaling,0,-1,train
KAT8,11-unfolded protein response and mTORC1 signaling,0,-1,train
KAT8,12-oxidative phosphorylation,1,0,train
KAT8,13-erythroid differentiation,0,-1,train
KAT8,15-proteasome genes,1,0,train
KAT8,16-NFkB signaling,0,-1,train
KAT8,17-myeloid differentiation,1,0,train
KAT8,18-cell cycle,1,0,train
KAT8,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
KAT8,20-cell cycle,0,-1,train
KAT8,21-growth signaling,1,0,train
KAT8,22-growth and targets of Myc,0,-1,train
KAT8,23-hnRNP genes,1,0,train
KAT8,24-growth and targets of Myc,1,0,train
KAT8,3-unfolded protein response,1,0,train
KAT8,6-dysregulated lncRNA/antisense transcripts,0,-1,train
KAT8,7-translation,1,1,train
KAT8,9-translation,1,1,train
KATNBL1,10-unfolded protein response and mTORC1 signaling,0,-1,train
KATNBL1,11-unfolded protein response and mTORC1 signaling,1,0,train
KATNBL1,12-oxidative phosphorylation,0,-1,train
KATNBL1,13-erythroid differentiation,0,-1,train
KATNBL1,14-erythroid differentiation,0,-1,train
KATNBL1,15-proteasome genes,0,-1,train
KATNBL1,16-NFkB signaling,0,-1,train
KATNBL1,17-myeloid differentiation,1,1,train
KATNBL1,20-cell cycle,0,-1,train
KATNBL1,21-growth signaling,0,-1,train
KATNBL1,22-growth and targets of Myc,1,0,train
KATNBL1,24-growth and targets of Myc,1,0,train
KATNBL1,7-translation,0,-1,train
KATNBL1,8-translation,1,0,train
KATNBL1,9-translation,0,-1,train
KCTD10,12-oxidative phosphorylation,0,-1,train
KCTD10,14-erythroid differentiation,1,1,train
KCTD10,16-NFkB signaling,0,-1,train
KCTD10,18-cell cycle,0,-1,train
KCTD10,20-cell cycle,0,-1,train
KCTD10,21-growth signaling,0,-1,train
KCTD10,22-growth and targets of Myc,0,-1,train
KCTD10,23-hnRNP genes,1,0,train
KCTD10,24-growth and targets of Myc,1,0,train
KCTD10,3-unfolded protein response,0,-1,train
KCTD10,8-translation,0,-1,train
KCTD10,9-translation,1,1,train
KDM1A,10-unfolded protein response and mTORC1 signaling,1,0,train
KDM1A,11-unfolded protein response and mTORC1 signaling,1,0,train
KDM1A,12-oxidative phosphorylation,1,0,train
KDM1A,13-erythroid differentiation,0,-1,train
KDM1A,14-erythroid differentiation,1,0,train
KDM1A,15-proteasome genes,1,0,train
KDM1A,16-NFkB signaling,1,1,train
KDM1A,17-myeloid differentiation,1,1,train
KDM1A,18-cell cycle,1,0,train
KDM1A,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
KDM1A,21-growth signaling,0,-1,train
KDM1A,22-growth and targets of Myc,1,0,train
KDM1A,23-hnRNP genes,1,0,train
KDM1A,24-growth and targets of Myc,1,0,train
KDM1A,3-unfolded protein response,0,-1,train
KDM1A,6-dysregulated lncRNA/antisense transcripts,1,0,train
KDM1A,7-translation,1,0,train
KDM1A,8-translation,1,0,train
KDM1A,9-translation,1,0,train
KDM1B,11-unfolded protein response and mTORC1 signaling,0,-1,train
KDM1B,12-oxidative phosphorylation,0,-1,train
KDM1B,13-erythroid differentiation,1,1,train
KDM1B,15-proteasome genes,0,-1,train
KDM1B,16-NFkB signaling,0,-1,train
KDM1B,17-myeloid differentiation,1,0,train
KDM1B,19-mitochondrial protein translocation and oxidative phopshorylation,0,-1,train
KDM1B,21-growth signaling,0,-1,train
KDM1B,22-growth and targets of Myc,1,1,train
KDM1B,24-growth and targets of Myc,0,-1,train
KDM1B,6-dysregulated lncRNA/antisense transcripts,0,-1,train
KDM1B,7-translation,0,-1,train
KDM1B,9-translation,1,1,train
KIDINS220,11-unfolded protein response and mTORC1 signaling,0,-1,train
KIDINS220,12-oxidative phosphorylation,0,-1,train
KIDINS220,13-erythroid differentiation,0,-1,train
KIDINS220,14-erythroid differentiation,1,1,train
KIDINS220,16-NFkB signaling,0,-1,train
KIDINS220,19-mitochondrial protein translocation and oxidative phopshorylation,0,-1,train
KIDINS220,20-cell cycle,1,1,train
KIDINS220,21-growth signaling,1,1,train
KIDINS220,22-growth and targets of Myc,0,-1,train
KIDINS220,3-unfolded protein response,1,1,train
KIDINS220,6-dysregulated lncRNA/antisense transcripts,0,-1,train
KIDINS220,8-translation,1,0,train
KIDINS220,9-translation,1,0,train
KIF18B,11-unfolded protein response and mTORC1 signaling,1,0,train
KIF18B,13-erythroid differentiation,0,-1,train
KIF18B,14-erythroid differentiation,0,-1,train
KIF18B,16-NFkB signaling,0,-1,train
KIF18B,18-cell cycle,0,-1,train
KIF18B,21-growth signaling,0,-1,train
KIF18B,23-hnRNP genes,0,-1,train
KIF18B,24-growth and targets of Myc,0,-1,train
KIF18B,6-dysregulated lncRNA/antisense transcripts,0,-1,train
KIF18B,8-translation,1,0,train
KIF20A,10-unfolded protein response and mTORC1 signaling,0,-1,train
KIF20A,11-unfolded protein response and mTORC1 signaling,0,-1,train
KIF20A,12-oxidative phosphorylation,0,-1,train
KIF20A,13-erythroid differentiation,1,1,train
KIF20A,14-erythroid differentiation,1,1,train
KIF20A,15-proteasome genes,0,-1,train
KIF20A,17-myeloid differentiation,0,-1,train
KIF20A,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
KIF20A,21-growth signaling,0,-1,train
KIF20A,22-growth and targets of Myc,0,-1,train
KIF20A,23-hnRNP genes,1,0,train
KIF20A,24-growth and targets of Myc,1,0,train
KIF20A,3-unfolded protein response,1,0,train
KIF20A,6-dysregulated lncRNA/antisense transcripts,1,1,train
KIF20A,9-translation,0,-1,train
KIF3A,10-unfolded protein response and mTORC1 signaling,0,-1,train
KIF3A,11-unfolded protein response and mTORC1 signaling,0,-1,train
KIF3A,14-erythroid differentiation,0,-1,train
KIF3A,19-mitochondrial protein translocation and oxidative phopshorylation,0,-1,train
KIF3A,8-translation,0,-1,train
KIF3A,9-translation,0,-1,train
KLF8,10-unfolded protein response and mTORC1 signaling,1,1,train
KLF8,11-unfolded protein response and mTORC1 signaling,0,-1,train
KLF8,12-oxidative phosphorylation,0,-1,train
KLF8,13-erythroid differentiation,0,-1,train
KLF8,14-erythroid differentiation,1,1,train
KLF8,15-proteasome genes,0,-1,train
KLF8,17-myeloid differentiation,1,1,train
KLF8,18-cell cycle,0,-1,train
KLF8,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
KLF8,21-growth signaling,1,1,train
KLF8,22-growth and targets of Myc,1,0,train
KLF8,23-hnRNP genes,1,0,train
KLF8,24-growth and targets of Myc,1,0,train
KLF8,3-unfolded protein response,0,-1,train
KLF8,7-translation,0,-1,train
KLF8,8-translation,1,0,train
KLF8,9-translation,1,0,train
KLHDC10,12-oxidative phosphorylation,0,-1,train
KLHDC10,13-erythroid differentiation,0,-1,train
KLHDC10,14-erythroid differentiation,0,-1,train
KLHDC10,16-NFkB signaling,0,-1,train
KLHDC10,17-myeloid differentiation,0,-1,train
KLHDC10,24-growth and targets of Myc,0,-1,train
KLHDC10,3-unfolded protein response,0,-1,train
KLHDC10,7-translation,0,-1,train
KLHL12,12-oxidative phosphorylation,0,-1,train
KLHL12,13-erythroid differentiation,1,0,train
KLHL12,15-proteasome genes,0,-1,train
KLHL12,18-cell cycle,0,-1,train
KLHL12,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
KLHL12,20-cell cycle,0,-1,train
KLHL12,21-growth signaling,0,-1,train
KLHL12,22-growth and targets of Myc,0,-1,train
KLHL12,23-hnRNP genes,1,0,train
KLHL12,24-growth and targets of Myc,1,0,train
KLHL12,3-unfolded protein response,0,-1,train
KLHL12,9-translation,1,1,train
KRI1,11-unfolded protein response and mTORC1 signaling,1,0,train
KRI1,12-oxidative phosphorylation,1,1,train
KRI1,13-erythroid differentiation,1,1,train
KRI1,14-erythroid differentiation,1,1,train
KRI1,15-proteasome genes,1,1,train
KRI1,16-NFkB signaling,0,-1,train
KRI1,17-myeloid differentiation,0,-1,train
KRI1,18-cell cycle,0,-1,train
KRI1,19-mitochondrial protein translocation and oxidative phopshorylation,0,-1,train
KRI1,20-cell cycle,0,-1,train
KRI1,21-growth signaling,1,1,train
KRI1,22-growth and targets of Myc,1,0,train
KRI1,24-growth and targets of Myc,0,-1,train
KRI1,6-dysregulated lncRNA/antisense transcripts,0,-1,train
KRI1,7-translation,1,0,train
KRI1,8-translation,1,0,train
KRI1,9-translation,1,0,train
KRR1,10-unfolded protein response and mTORC1 signaling,1,0,train
KRR1,11-unfolded protein response and mTORC1 signaling,1,0,train
KRR1,14-erythroid differentiation,1,1,train
KRR1,15-proteasome genes,1,1,train
KRR1,16-NFkB signaling,1,1,train
KRR1,17-myeloid differentiation,0,-1,train
KRR1,18-cell cycle,0,-1,train
KRR1,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
KRR1,20-cell cycle,1,0,train
KRR1,21-growth signaling,1,1,train
KRR1,22-growth and targets of Myc,1,0,train
KRR1,24-growth and targets of Myc,0,-1,train
KRR1,3-unfolded protein response,0,-1,train
KRR1,7-translation,1,0,train
KRR1,8-translation,1,0,train
KRR1,9-translation,1,0,train
L2HGDH,11-unfolded protein response and mTORC1 signaling,1,0,train
L2HGDH,13-erythroid differentiation,0,-1,train
L2HGDH,14-erythroid differentiation,1,1,train
L2HGDH,15-proteasome genes,0,-1,train
L2HGDH,16-NFkB signaling,0,-1,train
L2HGDH,19-mitochondrial protein translocation and oxidative phopshorylation,0,-1,train
L2HGDH,20-cell cycle,1,0,train
L2HGDH,22-growth and targets of Myc,1,0,train
L2HGDH,24-growth and targets of Myc,0,-1,train
L2HGDH,3-unfolded protein response,0,-1,train
L2HGDH,6-dysregulated lncRNA/antisense transcripts,0,-1,train
L2HGDH,8-translation,1,0,train
L2HGDH,9-translation,0,-1,train
LAMB1,13-erythroid differentiation,0,-1,train
LAMB1,14-erythroid differentiation,0,-1,train
LAMB1,15-proteasome genes,1,1,train
LAMB1,16-NFkB signaling,0,-1,train
LAMB1,17-myeloid differentiation,0,-1,train
LAMB1,18-cell cycle,0,-1,train
LAMB1,19-mitochondrial protein translocation and oxidative phopshorylation,0,-1,train
LAMB1,20-cell cycle,0,-1,train
LAMB1,21-growth signaling,1,1,train
LAMB1,23-hnRNP genes,0,-1,train
LAMB1,24-growth and targets of Myc,0,-1,train
LAMB1,3-unfolded protein response,0,-1,train
LAMB1,7-translation,1,0,train
LAMB1,8-translation,1,0,train
LAMB1,9-translation,1,0,train
LAMTOR3,11-unfolded protein response and mTORC1 signaling,0,-1,train
LAMTOR3,13-erythroid differentiation,1,0,train
LAMTOR3,14-erythroid differentiation,1,0,train
LAMTOR3,15-proteasome genes,0,-1,train
LAMTOR3,16-NFkB signaling,1,1,train
LAMTOR3,17-myeloid differentiation,1,1,train
LAMTOR3,19-mitochondrial protein translocation and oxidative phopshorylation,1,0,train
LAMTOR3,20-cell cycle,0,-1,train
