pert,gene,label,split
RPS21,20-cell cycle,0,train
RPS21,21-growth signaling,1,train
RPS21,22-growth and targets of Myc,1,train
RPS21,23-hnRNP genes,0,train
RPS21,24-growth and targets of Myc,0,train
RPS21,3-unfolded protein response,0,train
RPS21,7-translation,1,train
RPS21,8-translation,1,train
RPS21,9-translation,1,train
RPS23,11-unfolded protein response and mTORC1 signaling,1,train
RPS23,12-oxidative phosphorylation,1,train
RPS23,13-erythroid differentiation,0,train
RPS23,15-proteasome genes,1,train
RPS23,16-NFkB signaling,0,train
RPS23,17-myeloid differentiation,0,train
RPS23,18-cell cycle,0,train
RPS23,20-cell cycle,0,train
RPS23,21-growth signaling,1,train
RPS23,23-hnRNP genes,0,train
RPS23,3-unfolded protein response,0,train
RPS23,6-dysregulated lncRNA/antisense transcripts,0,train
RPS23,7-translation,1,train
RPS23,8-translation,1,train
RPS23,9-translation,1,train
RPS24,11-unfolded protein response and mTORC1 signaling,1,train
RPS24,12-oxidative phosphorylation,1,train
RPS24,13-erythroid differentiation,0,train
RPS24,14-erythroid differentiation,1,train
RPS24,15-proteasome genes,1,train
RPS24,16-NFkB signaling,1,train
RPS24,17-myeloid differentiation,0,train
RPS24,18-cell cycle,0,train
RPS24,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
RPS24,21-growth signaling,1,train
RPS24,22-growth and targets of Myc,1,train
RPS24,23-hnRNP genes,0,train
RPS24,24-growth and targets of Myc,1,train
RPS24,6-dysregulated lncRNA/antisense transcripts,1,train
RPS24,7-translation,1,train
RPS24,8-translation,1,train
RPS24,9-translation,1,train
RPS25,10-unfolded protein response and mTORC1 signaling,0,train
RPS25,13-erythroid differentiation,1,train
RPS25,15-proteasome genes,0,train
RPS25,16-NFkB signaling,0,train
RPS25,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
RPS25,20-cell cycle,0,train
RPS25,21-growth signaling,0,train
RPS25,22-growth and targets of Myc,0,train
RPS25,24-growth and targets of Myc,0,train
RPS25,7-translation,0,train
RPS25,8-translation,1,train
RPS25,9-translation,1,train
RPS27,11-unfolded protein response and mTORC1 signaling,1,train
RPS27,12-oxidative phosphorylation,0,train
RPS27,13-erythroid differentiation,0,train
RPS27,14-erythroid differentiation,1,train
RPS27,15-proteasome genes,1,train
RPS27,16-NFkB signaling,0,train
RPS27,17-myeloid differentiation,0,train
RPS27,18-cell cycle,0,train
RPS27,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
RPS27,21-growth signaling,1,train
RPS27,22-growth and targets of Myc,1,train
RPS27,23-hnRNP genes,0,train
RPS27,24-growth and targets of Myc,0,train
RPS27,3-unfolded protein response,0,train
RPS27,6-dysregulated lncRNA/antisense transcripts,0,train
RPS27,7-translation,1,train
RPS27,8-translation,1,train
RPS27,9-translation,1,train
RPS27A,10-unfolded protein response and mTORC1 signaling,0,train
RPS27A,11-unfolded protein response and mTORC1 signaling,1,train
RPS27A,12-oxidative phosphorylation,1,train
RPS27A,13-erythroid differentiation,0,train
RPS27A,14-erythroid differentiation,1,train
RPS27A,15-proteasome genes,1,train
RPS27A,16-NFkB signaling,0,train
RPS27A,17-myeloid differentiation,0,train
RPS27A,18-cell cycle,0,train
RPS27A,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
RPS27A,20-cell cycle,0,train
RPS27A,21-growth signaling,1,train
RPS27A,22-growth and targets of Myc,1,train
RPS27A,24-growth and targets of Myc,0,train
RPS27A,3-unfolded protein response,0,train
RPS27A,7-translation,1,train
RPS27A,8-translation,1,train
RPS27A,9-translation,1,train
RPS28,10-unfolded protein response and mTORC1 signaling,0,train
RPS28,12-oxidative phosphorylation,1,train
RPS28,13-erythroid differentiation,1,train
RPS28,14-erythroid differentiation,1,train
RPS28,15-proteasome genes,1,train
RPS28,16-NFkB signaling,0,train
RPS28,17-myeloid differentiation,0,train
RPS28,18-cell cycle,1,train
RPS28,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
RPS28,21-growth signaling,1,train
RPS28,22-growth and targets of Myc,0,train
RPS28,23-hnRNP genes,0,train
RPS28,3-unfolded protein response,0,train
RPS28,7-translation,1,train
RPS28,8-translation,1,train
RPS28,9-translation,1,train
RPS3,10-unfolded protein response and mTORC1 signaling,0,train
RPS3,11-unfolded protein response and mTORC1 signaling,1,train
RPS3,12-oxidative phosphorylation,1,train
RPS3,13-erythroid differentiation,0,train
RPS3,14-erythroid differentiation,1,train
RPS3,15-proteasome genes,1,train
RPS3,16-NFkB signaling,0,train
RPS3,17-myeloid differentiation,0,train
RPS3,18-cell cycle,0,train
RPS3,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
RPS3,20-cell cycle,0,train
RPS3,21-growth signaling,1,train
RPS3,22-growth and targets of Myc,1,train
RPS3,23-hnRNP genes,0,train
RPS3,24-growth and targets of Myc,0,train
RPS3,3-unfolded protein response,0,train
RPS3,7-translation,1,train
RPS3,8-translation,1,train
RPS3,9-translation,1,train
RPS4X,11-unfolded protein response and mTORC1 signaling,1,train
RPS4X,12-oxidative phosphorylation,1,train
RPS4X,13-erythroid differentiation,0,train
RPS4X,14-erythroid differentiation,1,train
RPS4X,15-proteasome genes,1,train
RPS4X,16-NFkB signaling,1,train
RPS4X,17-myeloid differentiation,0,train
RPS4X,18-cell cycle,1,train
RPS4X,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
RPS4X,20-cell cycle,0,train
RPS4X,21-growth signaling,1,train
RPS4X,22-growth and targets of Myc,1,train
RPS4X,23-hnRNP genes,0,train
RPS4X,24-growth and targets of Myc,0,train
RPS4X,3-unfolded protein response,0,train
RPS4X,6-dysregulated lncRNA/antisense transcripts,1,train
RPS4X,7-translation,1,train
RPS4X,8-translation,1,train
RPS4X,9-translation,1,train
RPS5,10-unfolded protein response and mTORC1 signaling,0,train
RPS5,11-unfolded protein response and mTORC1 signaling,1,train
RPS5,12-oxidative phosphorylation,1,train
RPS5,14-erythroid differentiation,1,train
RPS5,15-proteasome genes,1,train
RPS5,16-NFkB signaling,1,train
RPS5,17-myeloid differentiation,0,train
RPS5,18-cell cycle,0,train
RPS5,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
RPS5,21-growth signaling,1,train
RPS5,22-growth and targets of Myc,1,train
RPS5,23-hnRNP genes,0,train
RPS5,24-growth and targets of Myc,0,train
RPS5,3-unfolded protein response,0,train
RPS5,6-dysregulated lncRNA/antisense transcripts,0,train
RPS5,7-translation,1,train
RPS5,8-translation,1,train
RPS5,9-translation,1,train
RPS6,11-unfolded protein response and mTORC1 signaling,1,train
RPS6,12-oxidative phosphorylation,1,train
RPS6,14-erythroid differentiation,1,train
RPS6,15-proteasome genes,1,train
RPS6,16-NFkB signaling,1,train
RPS6,17-myeloid differentiation,0,train
RPS6,18-cell cycle,0,train
RPS6,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
RPS6,20-cell cycle,1,train
RPS6,21-growth signaling,1,train
RPS6,22-growth and targets of Myc,1,train
RPS6,24-growth and targets of Myc,1,train
RPS6,3-unfolded protein response,0,train
RPS6,6-dysregulated lncRNA/antisense transcripts,1,train
RPS6,7-translation,1,train
RPS6,8-translation,1,train
RPS6,9-translation,1,train
RPS6KB1,10-unfolded protein response and mTORC1 signaling,0,train
RPS6KB1,11-unfolded protein response and mTORC1 signaling,0,train
RPS6KB1,12-oxidative phosphorylation,0,train
RPS6KB1,17-myeloid differentiation,0,train
RPS6KB1,18-cell cycle,0,train
RPS6KB1,21-growth signaling,0,train
RPS6KB1,22-growth and targets of Myc,1,train
RPS6KB1,23-hnRNP genes,0,train
RPS6KB1,24-growth and targets of Myc,1,train
RPS6KB1,6-dysregulated lncRNA/antisense transcripts,0,train
RPS6KB1,7-translation,1,train
RPS6KB1,8-translation,0,train
RPS8,10-unfolded protein response and mTORC1 signaling,0,train
RPS8,14-erythroid differentiation,0,train
RPS8,15-proteasome genes,1,train
RPS8,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
RPS8,20-cell cycle,0,train
RPS8,21-growth signaling,1,train
RPS8,22-growth and targets of Myc,0,train
RPS8,23-hnRNP genes,0,train
RPS8,24-growth and targets of Myc,0,train
RPS8,7-translation,1,train
RPS8,9-translation,1,train
RPS9,11-unfolded protein response and mTORC1 signaling,1,train
RPS9,12-oxidative phosphorylation,1,train
RPS9,13-erythroid differentiation,0,train
RPS9,14-erythroid differentiation,1,train
RPS9,16-NFkB signaling,0,train
RPS9,17-myeloid differentiation,0,train
RPS9,18-cell cycle,0,train
RPS9,21-growth signaling,1,train
RPS9,22-growth and targets of Myc,1,train
RPS9,23-hnRNP genes,0,train
RPS9,24-growth and targets of Myc,0,train
RPS9,3-unfolded protein response,0,train
RPS9,6-dysregulated lncRNA/antisense transcripts,1,train
RPS9,7-translation,1,train
RPS9,8-translation,1,train
RPS9,9-translation,1,train
RPSA,10-unfolded protein response and mTORC1 signaling,0,train
RPSA,11-unfolded protein response and mTORC1 signaling,1,train
RPSA,12-oxidative phosphorylation,1,train
RPSA,13-erythroid differentiation,0,train
RPSA,14-erythroid differentiation,0,train
RPSA,15-proteasome genes,1,train
RPSA,18-cell cycle,0,train
RPSA,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
RPSA,21-growth signaling,1,train
RPSA,22-growth and targets of Myc,1,train
RPSA,24-growth and targets of Myc,1,train
RPSA,3-unfolded protein response,0,train
RPSA,7-translation,1,train
RPSA,8-translation,1,train
RPSA,9-translation,1,train
RPTOR,11-unfolded protein response and mTORC1 signaling,1,train
RPTOR,12-oxidative phosphorylation,1,train
RPTOR,13-erythroid differentiation,1,train
RPTOR,14-erythroid differentiation,1,train
RPTOR,15-proteasome genes,1,train
RPTOR,16-NFkB signaling,1,train
RPTOR,17-myeloid differentiation,1,train
RPTOR,18-cell cycle,1,train
RPTOR,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
RPTOR,20-cell cycle,1,train
RPTOR,21-growth signaling,1,train
RPTOR,22-growth and targets of Myc,1,train
RPTOR,23-hnRNP genes,1,train
RPTOR,24-growth and targets of Myc,1,train
RPTOR,6-dysregulated lncRNA/antisense transcripts,0,train
RPTOR,7-translation,1,train
RPTOR,8-translation,1,train
RPTOR,9-translation,1,train
RRP1,10-unfolded protein response and mTORC1 signaling,0,train
RRP1,11-unfolded protein response and mTORC1 signaling,1,train
RRP1,12-oxidative phosphorylation,1,train
RRP1,13-erythroid differentiation,0,train
RRP1,15-proteasome genes,0,train
RRP1,16-NFkB signaling,0,train
RRP1,18-cell cycle,0,train
RRP1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
RRP1,20-cell cycle,0,train
RRP1,21-growth signaling,0,train
RRP1,22-growth and targets of Myc,1,train
RRP1,24-growth and targets of Myc,1,train
RRP1,3-unfolded protein response,1,train
RRP1,6-dysregulated lncRNA/antisense transcripts,0,train
RRP1,7-translation,1,train
RRP1,8-translation,1,train
RRP15,10-unfolded protein response and mTORC1 signaling,0,train
RRP15,11-unfolded protein response and mTORC1 signaling,0,train
RRP15,12-oxidative phosphorylation,1,train
RRP15,16-NFkB signaling,0,train
RRP15,17-myeloid differentiation,0,train
RRP15,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
RRP15,20-cell cycle,0,train
RRP15,21-growth signaling,1,train
RRP15,22-growth and targets of Myc,1,train
RRP15,24-growth and targets of Myc,1,train
RRP15,3-unfolded protein response,0,train
RRP15,7-translation,0,train
RRP15,8-translation,1,train
RRP36,12-oxidative phosphorylation,0,train
RRP36,15-proteasome genes,0,train
RRP36,16-NFkB signaling,0,train
RRP36,18-cell cycle,0,train
RRP36,21-growth signaling,1,train
RRP36,22-growth and targets of Myc,1,train
RRP36,23-hnRNP genes,0,train
RRP36,24-growth and targets of Myc,0,train
RRP36,3-unfolded protein response,0,train
RRP36,6-dysregulated lncRNA/antisense transcripts,0,train
RRP36,7-translation,1,train
RRP36,8-translation,1,train
RRP36,9-translation,1,train
RRP7A,10-unfolded protein response and mTORC1 signaling,0,train
RRP7A,11-unfolded protein response and mTORC1 signaling,1,train
RRP7A,12-oxidative phosphorylation,0,train
RRP7A,13-erythroid differentiation,0,train
RRP7A,14-erythroid differentiation,1,train
RRP7A,15-proteasome genes,1,train
RRP7A,17-myeloid differentiation,0,train
RRP7A,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
RRP7A,21-growth signaling,1,train
RRP7A,22-growth and targets of Myc,1,train
RRP7A,24-growth and targets of Myc,0,train
RRP7A,6-dysregulated lncRNA/antisense transcripts,0,train
RRP7A,7-translation,1,train
RRP7A,8-translation,1,train
RRP7A,9-translation,1,train
RRP9,10-unfolded protein response and mTORC1 signaling,0,train
RRP9,11-unfolded protein response and mTORC1 signaling,1,train
RRP9,13-erythroid differentiation,1,train
RRP9,14-erythroid differentiation,1,train
RRP9,18-cell cycle,0,train
RRP9,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
RRP9,21-growth signaling,1,train
RRP9,22-growth and targets of Myc,1,train
RRP9,23-hnRNP genes,0,train
RRP9,24-growth and targets of Myc,0,train
RRP9,3-unfolded protein response,0,train
RRP9,6-dysregulated lncRNA/antisense transcripts,0,train
RRP9,7-translation,1,train
RRP9,8-translation,1,train
RRP9,9-translation,1,train
RSL24D1,10-unfolded protein response and mTORC1 signaling,0,train
RSL24D1,11-unfolded protein response and mTORC1 signaling,1,train
RSL24D1,12-oxidative phosphorylation,1,train
RSL24D1,13-erythroid differentiation,1,train
RSL24D1,14-erythroid differentiation,1,train
RSL24D1,15-proteasome genes,1,train
RSL24D1,16-NFkB signaling,0,train
RSL24D1,17-myeloid differentiation,0,train
RSL24D1,18-cell cycle,1,train
RSL24D1,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
RSL24D1,20-cell cycle,1,train
RSL24D1,21-growth signaling,1,train
RSL24D1,22-growth and targets of Myc,1,train
RSL24D1,23-hnRNP genes,0,train
RSL24D1,24-growth and targets of Myc,1,train
RSL24D1,3-unfolded protein response,0,train
RSL24D1,7-translation,1,train
RSL24D1,8-translation,1,train
RSL24D1,9-translation,1,train
RSRC2,11-unfolded protein response and mTORC1 signaling,0,train
RSRC2,13-erythroid differentiation,1,train
RSRC2,14-erythroid differentiation,1,train
RSRC2,16-NFkB signaling,0,train
RSRC2,20-cell cycle,0,train
RSRC2,21-growth signaling,0,train
RSRC2,22-growth and targets of Myc,1,train
RSRC2,3-unfolded protein response,1,train
RSRC2,7-translation,0,train
RSRC2,8-translation,0,train
RSRC2,9-translation,0,train
RTCB,10-unfolded protein response and mTORC1 signaling,1,train
RTCB,11-unfolded protein response and mTORC1 signaling,1,train
RTCB,12-oxidative phosphorylation,1,train
RTCB,13-erythroid differentiation,1,train
RTCB,14-erythroid differentiation,1,train
RTCB,15-proteasome genes,1,train
RTCB,16-NFkB signaling,0,train
RTCB,17-myeloid differentiation,1,train
RTCB,18-cell cycle,1,train
RTCB,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
RTCB,20-cell cycle,1,train
RTCB,21-growth signaling,0,train
RTCB,22-growth and targets of Myc,1,train
RTCB,23-hnRNP genes,1,train
RTCB,24-growth and targets of Myc,1,train
RTCB,3-unfolded protein response,1,train
RTCB,6-dysregulated lncRNA/antisense transcripts,0,train
RTCB,7-translation,1,train
RTCB,8-translation,0,train
RTCB,9-translation,0,train
S100A1,12-oxidative phosphorylation,0,train
S100A1,13-erythroid differentiation,0,train
S100A1,14-erythroid differentiation,1,train
S100A1,16-NFkB signaling,1,train
S100A1,17-myeloid differentiation,1,train
S100A1,18-cell cycle,0,train
S100A1,20-cell cycle,0,train
S100A1,21-growth signaling,0,train
S100A1,22-growth and targets of Myc,1,train
S100A1,23-hnRNP genes,0,train
S100A1,24-growth and targets of Myc,1,train
S100A1,6-dysregulated lncRNA/antisense transcripts,0,train
S100A1,7-translation,1,train
S100A1,8-translation,1,train
S100A1,9-translation,1,train
SAE1,10-unfolded protein response and mTORC1 signaling,0,train
SAE1,11-unfolded protein response and mTORC1 signaling,1,train
SAE1,12-oxidative phosphorylation,0,train
SAE1,13-erythroid differentiation,1,train
SAE1,14-erythroid differentiation,1,train
SAE1,15-proteasome genes,1,train
SAE1,16-NFkB signaling,1,train
SAE1,17-myeloid differentiation,1,train
SAE1,18-cell cycle,1,train
SAE1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
SAE1,20-cell cycle,0,train
SAE1,21-growth signaling,0,train
SAE1,22-growth and targets of Myc,1,train
SAE1,23-hnRNP genes,1,train
SAE1,24-growth and targets of Myc,1,train
SAE1,6-dysregulated lncRNA/antisense transcripts,1,train
SAE1,7-translation,1,train
SAE1,8-translation,0,train
SAE1,9-translation,1,train
SAMD4B,10-unfolded protein response and mTORC1 signaling,1,train
SAMD4B,11-unfolded protein response and mTORC1 signaling,1,train
SAMD4B,12-oxidative phosphorylation,1,train
SAMD4B,14-erythroid differentiation,0,train
SAMD4B,15-proteasome genes,1,train
SAMD4B,16-NFkB signaling,0,train
SAMD4B,17-myeloid differentiation,1,train
SAMD4B,18-cell cycle,0,train
SAMD4B,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
SAMD4B,20-cell cycle,0,train
SAMD4B,21-growth signaling,0,train
SAMD4B,22-growth and targets of Myc,0,train
SAMD4B,23-hnRNP genes,1,train
SAMD4B,24-growth and targets of Myc,1,train
SAMD4B,3-unfolded protein response,0,train
SAMD4B,6-dysregulated lncRNA/antisense transcripts,1,train
SAMD4B,7-translation,1,train
SAMD4B,8-translation,1,train
SAMD4B,9-translation,1,train
SAMM50,10-unfolded protein response and mTORC1 signaling,1,train
SAMM50,11-unfolded protein response and mTORC1 signaling,1,train
SAMM50,12-oxidative phosphorylation,1,train
SAMM50,13-erythroid differentiation,1,train
SAMM50,15-proteasome genes,1,train
SAMM50,17-myeloid differentiation,1,train
SAMM50,18-cell cycle,1,train
SAMM50,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
SAMM50,20-cell cycle,1,train
SAMM50,21-growth signaling,0,train
SAMM50,22-growth and targets of Myc,1,train
SAMM50,23-hnRNP genes,1,train
SAMM50,24-growth and targets of Myc,1,train
SAMM50,3-unfolded protein response,1,train
SAMM50,6-dysregulated lncRNA/antisense transcripts,0,train
SAMM50,7-translation,1,train
SAMM50,9-translation,1,train
SAP18,10-unfolded protein response and mTORC1 signaling,0,train
SAP18,11-unfolded protein response and mTORC1 signaling,1,train
SAP18,12-oxidative phosphorylation,1,train
SAP18,13-erythroid differentiation,1,train
SAP18,14-erythroid differentiation,1,train
SAP18,15-proteasome genes,1,train
SAP18,16-NFkB signaling,0,train
SAP18,17-myeloid differentiation,0,train
SAP18,18-cell cycle,0,train
SAP18,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
SAP18,21-growth signaling,1,train
SAP18,22-growth and targets of Myc,1,train
SAP18,23-hnRNP genes,0,train
SAP18,24-growth and targets of Myc,0,train
SAP18,3-unfolded protein response,0,train
SAP18,6-dysregulated lncRNA/antisense transcripts,0,train
SAP18,7-translation,1,train
SAP18,8-translation,1,train
SAP18,9-translation,1,train
SART3,10-unfolded protein response and mTORC1 signaling,0,train
SART3,13-erythroid differentiation,1,train
SART3,14-erythroid differentiation,0,train
SART3,15-proteasome genes,0,train
SART3,18-cell cycle,1,train
SART3,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
SART3,20-cell cycle,0,train
SART3,21-growth signaling,0,train
SART3,22-growth and targets of Myc,1,train
SART3,24-growth and targets of Myc,1,train
SART3,3-unfolded protein response,0,train
SART3,7-translation,1,train
SART3,8-translation,0,train
SART3,9-translation,1,train
SCAF8,11-unfolded protein response and mTORC1 signaling,0,train
SCAF8,13-erythroid differentiation,1,train
SCAF8,15-proteasome genes,0,train
SCAF8,17-myeloid differentiation,1,train
SCAF8,18-cell cycle,0,train
SCAF8,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
SCAF8,20-cell cycle,0,train
SCAF8,21-growth signaling,1,train
SCAF8,22-growth and targets of Myc,0,train
SCAF8,3-unfolded protein response,1,train
SCAF8,8-translation,0,train
SCO1,10-unfolded protein response and mTORC1 signaling,0,train
SCO1,11-unfolded protein response and mTORC1 signaling,1,train
SCO1,12-oxidative phosphorylation,0,train
SCO1,13-erythroid differentiation,0,train
SCO1,15-proteasome genes,0,train
SCO1,16-NFkB signaling,0,train
SCO1,17-myeloid differentiation,0,train
SCO1,22-growth and targets of Myc,0,train
SCO1,23-hnRNP genes,1,train
SCO1,24-growth and targets of Myc,1,train
SCO1,6-dysregulated lncRNA/antisense transcripts,0,train
SCO1,7-translation,1,train
SCYL1,11-unfolded protein response and mTORC1 signaling,0,train
SCYL1,12-oxidative phosphorylation,1,train
SCYL1,13-erythroid differentiation,0,train
SCYL1,15-proteasome genes,1,train
SCYL1,17-myeloid differentiation,0,train
SCYL1,18-cell cycle,1,train
SCYL1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
SCYL1,21-growth signaling,0,train
SCYL1,23-hnRNP genes,0,train
SCYL1,24-growth and targets of Myc,1,train
SCYL1,3-unfolded protein response,1,train
SCYL1,6-dysregulated lncRNA/antisense transcripts,0,train
SCYL1,7-translation,0,train
SCYL1,8-translation,0,train
SDAD1,10-unfolded protein response and mTORC1 signaling,0,train
SDAD1,11-unfolded protein response and mTORC1 signaling,1,train
SDAD1,12-oxidative phosphorylation,1,train
SDAD1,13-erythroid differentiation,0,train
SDAD1,14-erythroid differentiation,1,train
SDAD1,15-proteasome genes,1,train
SDAD1,16-NFkB signaling,1,train
SDAD1,17-myeloid differentiation,0,train
SDAD1,18-cell cycle,1,train
SDAD1,20-cell cycle,1,train
SDAD1,21-growth signaling,1,train
SDAD1,22-growth and targets of Myc,1,train
SDAD1,23-hnRNP genes,1,train
SDAD1,24-growth and targets of Myc,1,train
SDAD1,3-unfolded protein response,1,train
SDAD1,7-translation,1,train
SDAD1,8-translation,1,train
SDAD1,9-translation,1,train
SDC1,11-unfolded protein response and mTORC1 signaling,1,train
SDC1,13-erythroid differentiation,1,train
SDC1,15-proteasome genes,1,train
SDC1,17-myeloid differentiation,0,train
SDC1,18-cell cycle,0,train
SDC1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
SDC1,20-cell cycle,0,train
SDC1,21-growth signaling,1,train
SDC1,22-growth and targets of Myc,1,train
SDC1,23-hnRNP genes,1,train
SDC1,24-growth and targets of Myc,1,train
SDC1,3-unfolded protein response,1,train
SDC1,7-translation,0,train
SDC1,8-translation,0,train
SDC1,9-translation,0,train
SDE2,12-oxidative phosphorylation,0,train
SDE2,14-erythroid differentiation,0,train
SDE2,15-proteasome genes,0,train
SDE2,16-NFkB signaling,0,train
SDE2,17-myeloid differentiation,0,train
SDE2,20-cell cycle,0,train
SDE2,23-hnRNP genes,0,train
SDE2,24-growth and targets of Myc,0,train
SDE2,3-unfolded protein response,0,train
SDE2,7-translation,1,train
SDE2,9-translation,1,train
SDHC,10-unfolded protein response and mTORC1 signaling,0,train
SDHC,11-unfolded protein response and mTORC1 signaling,0,train
SDHC,14-erythroid differentiation,1,train
SDHC,15-proteasome genes,0,train
SDHC,16-NFkB signaling,0,train
SDHC,17-myeloid differentiation,0,train
SDHC,18-cell cycle,1,train
SDHC,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
SDHC,22-growth and targets of Myc,1,train
SDHC,23-hnRNP genes,0,train
SDHC,6-dysregulated lncRNA/antisense transcripts,0,train
SDHC,7-translation,1,train
SDHC,8-translation,1,train
SDHC,9-translation,1,train
SDR39U1,11-unfolded protein response and mTORC1 signaling,0,train
SDR39U1,14-erythroid differentiation,0,train
SDR39U1,16-NFkB signaling,0,train
SDR39U1,18-cell cycle,0,train
SDR39U1,21-growth signaling,1,train
SDR39U1,23-hnRNP genes,0,train
SDR39U1,3-unfolded protein response,0,train
SDR39U1,6-dysregulated lncRNA/antisense transcripts,0,train
SDR39U1,7-translation,1,train
SDR39U1,8-translation,1,train
SDR39U1,9-translation,1,train
SEC13,10-unfolded protein response and mTORC1 signaling,1,train
SEC13,11-unfolded protein response and mTORC1 signaling,1,train
SEC13,13-erythroid differentiation,1,train
SEC13,14-erythroid differentiation,1,train
SEC13,15-proteasome genes,1,train
SEC13,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
SEC13,21-growth signaling,0,train
SEC13,22-growth and targets of Myc,1,train
SEC13,24-growth and targets of Myc,1,train
SEC13,6-dysregulated lncRNA/antisense transcripts,0,train
SEC13,7-translation,1,train
SEC13,8-translation,0,train
SEC13,9-translation,0,train
SEC22B,10-unfolded protein response and mTORC1 signaling,0,train
SEC22B,12-oxidative phosphorylation,1,train
SEC22B,13-erythroid differentiation,0,train
SEC22B,14-erythroid differentiation,0,train
SEC22B,15-proteasome genes,1,train
SEC22B,16-NFkB signaling,1,train
SEC22B,17-myeloid differentiation,0,train
SEC22B,18-cell cycle,1,train
SEC22B,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
SEC22B,20-cell cycle,1,train
SEC22B,21-growth signaling,0,train
SEC22B,22-growth and targets of Myc,1,train
SEC22B,23-hnRNP genes,1,train
SEC22B,24-growth and targets of Myc,1,train
SEC22B,3-unfolded protein response,0,train
SEC22B,8-translation,0,train
SEC22B,9-translation,0,train
SEC23A,10-unfolded protein response and mTORC1 signaling,0,train
SEC23A,14-erythroid differentiation,0,train
SEC23A,17-myeloid differentiation,0,train
SEC23A,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
SEC23A,20-cell cycle,0,train
SEC23A,21-growth signaling,0,train
SEC23A,22-growth and targets of Myc,0,train
SEC23A,6-dysregulated lncRNA/antisense transcripts,0,train
SEC23A,9-translation,0,train
SEC61G,10-unfolded protein response and mTORC1 signaling,0,train
SEC61G,11-unfolded protein response and mTORC1 signaling,0,train
SEC61G,12-oxidative phosphorylation,1,train
SEC61G,14-erythroid differentiation,1,train
SEC61G,15-proteasome genes,1,train
SEC61G,16-NFkB signaling,1,train
SEC61G,18-cell cycle,1,train
SEC61G,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
SEC61G,20-cell cycle,1,train
SEC61G,21-growth signaling,0,train
SEC61G,22-growth and targets of Myc,1,train
SEC61G,23-hnRNP genes,1,train
SEC61G,24-growth and targets of Myc,1,train
SEC61G,3-unfolded protein response,1,train
SEC61G,6-dysregulated lncRNA/antisense transcripts,0,train
SEC61G,7-translation,1,train
SEC61G,8-translation,0,train
SEC61G,9-translation,1,train
SEH1L,10-unfolded protein response and mTORC1 signaling,1,train
SEH1L,11-unfolded protein response and mTORC1 signaling,1,train
SEH1L,12-oxidative phosphorylation,1,train
SEH1L,13-erythroid differentiation,0,train
SEH1L,15-proteasome genes,1,train
SEH1L,17-myeloid differentiation,1,train
SEH1L,18-cell cycle,0,train
SEH1L,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
SEH1L,21-growth signaling,1,train
SEH1L,22-growth and targets of Myc,1,train
SEH1L,23-hnRNP genes,1,train
SEH1L,24-growth and targets of Myc,1,train
SEH1L,3-unfolded protein response,1,train
SEH1L,6-dysregulated lncRNA/antisense transcripts,0,train
SEH1L,7-translation,1,train
SEH1L,8-translation,1,train
SEH1L,9-translation,1,train
SENP5,10-unfolded protein response and mTORC1 signaling,0,train
SENP5,11-unfolded protein response and mTORC1 signaling,0,train
SENP5,12-oxidative phosphorylation,1,train
SENP5,13-erythroid differentiation,0,train
SENP5,15-proteasome genes,0,train
SENP5,17-myeloid differentiation,1,train
SENP5,20-cell cycle,0,train
SENP5,22-growth and targets of Myc,1,train
SENP5,23-hnRNP genes,0,train
SENP5,3-unfolded protein response,0,train
SENP5,7-translation,1,train
SENP5,8-translation,1,train
SENP5,9-translation,1,train
SEPHS1,10-unfolded protein response and mTORC1 signaling,1,train
SEPHS1,12-oxidative phosphorylation,0,train
